0,1,2,3,4,5
입맛이없어요 다양한 이유도있는데 궁금하네요,요즘갑자기 입맛도살아지고 의욕이없고 무기력하고 기분도이상하고 하루의 한끼도 겨우먹을가말가에요 왜이런건가요  잠도 많이오고 임신은아니에요 돌다가오는 아들하나키우고있어요 아들에겐힘들진않는데 육아를엄마랑해서자주싸우기도해요 스트레치수치가엄청나요 요즘은감정컨트롤이안되고 화를자꾸내요 신경이날카로워지고 자꾸만울고싶어요 혼자있고싶어요 마음이굉장히힘들어요 운동은안해도 저녁에스트레칭도잠시하고자요 아이는또 잠을 너무안자요 이래저래너무힘들어요    삶에 의욕이없어져요     관심받고싶어요 살아가는것에 덜컥 겁이나고무서워요 사람이무섭고 싫어요    왜이럴가요 ,가정의학과,아토피가 심한데 듀피젠트   처방받을 수 있나요 ,엉덩이  골반옆부터 허리  등  목 쪽이 전체적으로 심한데  우연찮게 피검사로 간수치가 높다고 해서요  술도 안하는데 높아서  원래 먹던 아토피 약이 문제인거 같다고 해서 약을 다 끊었는데  너무 심해져서 간수치 안높이는 약을 찾다가 듀피젠트를 봤어요  가격이 너무 쎄서 보험이 되는 수치  그런게 있다고 들었는데  혹시 그런쪽 잘 아는 서울에 병원이나  보험되는 범위같은거 잘 설명좀 부탁드릴게요,가정의학과
코로나 신속항원검사 정확도,신속항원검사 언제가 제일 정확한가요   지난주 목요일에 확진된 친구랑 밀접접촉 옷 만지고  친구가 쓰는 책 만짐  거의 완전히 몸 붙은 상태에서 대화 했는데  오늘 전문가용 신속항원검사에서 음성 나왔습니다  그런데 어제 같이 수업한 학원 친구가 양성이라고 방금 전화왔습니다  신속항원검사 정확도는 언제 제일 정확할까요  아직 잠복기인가요 ,가정의학과,백신 부작용 관련,백신  차까지 맞았는데  백신부작용으로 계속 엄청 무기력하고 피곤한데      이럴 때  아로나민 골드나 우루사 같은 것들이 도움이 될까요    전문 의사나 약사분만 답 부탁드립니다 ,가정의학과
코로나 재확진 질문이욤,제가   일 새벽에 증상이 있은 후 바로 자가키트 양성 나오고   일 격리   일      에 격리해제 되었습니다 지금 격리해제 된지  주차인디 제 일터 주변에 확진자들이 너무 많이 나오고 또 같이 밥을 먹었어요    최근에  일에 같이 일하는 지인이 코로나에 걸렷고 저는      지굼 인후통이 있어요 재확진이 이렇게 빨리 걸릴수 있는지   키트는 음성이 나오곤 잇는데 불안해 죽겟어오  ,가정의학과,목이아파요,어제 코로나에 걸렸는데 오늘 목이아파오면서 침삼킬때 목이 찢어질 것 같고 음식 삼키기도 너무힘들어요 엄마는 코로나 증세라고 하시는데 저는 목젖  코와 입이 만나는 그 부분이 너무 아프더라구요    진짜 지옥같아요,가정의학과
많이 걸으면 다리가 간지러운 이유,많이 걸으면 다리가 간지럽잖아요 근데 제 지인이 그 느낌이 지방이 타는 느낌이라고 하는데 맞나요  그 간지러운 느낌은 왜 나는 건가요  ,가정의학과,이것도 코로나 의심해봐야 하나요 ,제가 오늘 아침부터 기침이 나고 아까  시반쯤  열이     도가 나오는거예요 그러나가 한시간뒤에     으로 내렸고 지금도     인데 그저께 오빠가 친구를 만났는데 그 친구가 확진이 된거에요 근데 오빠는 아무렇지도 않고 저도 그저께 부모님이랑 잠깐 나갔다온게 다거든요    근데 부모님도 멀쩡하신대 코로나 의심해봐야할까요,가정의학과
코로나 빨리 낫는법,오늘 확진판정을 받았는데 인후통증세가 너무 심해서요  목기침도 자주나오고 기침할때마다 목 너무아프고 미쳐버릴거같습니다  목에 라이터를 지지는 기분이 듭니다  목 통증을 최대한 줄일 수 있는 방법이 있나요  ,가정의학과,부모님이 대사증후군인데 도와주세요  ,안녕하세요 전 중학생 여아입니다  제목 그대로 엄마가 대사증후군이에요    정확히는 대사증후군 주의군이라고 써져있었는데 엄마는 알려주지도 않고 숨길려했던것 같아요   우연히 오늘 부모님 방에서 대사증후군 주의 단계라고 써져있는 종이를 보게됬는데 위험 요인중에 높은 혈당 높은중성지방혈증  개를 보유하고있다고 하더라고요     개 보유면 대사증후군이러고해서 좀 찾아봤는데 암 사망률을 이어서 대사증후군우로 인한 사망률이  번째로 높다고하더라고요   어제 부모님이랑 말다툼을해서 그런지 죄책감이 더 많이 들어요   어떡해야될까요  대사증후군 주의군의 원인은 무엇인가요  대사증후군 주의군이면 다시 정상으로 돌아올 수는있나요  이럴 때 어떤게 몸에 좋고 어떤게 안 좋나요  어떤걸 많이 먹고 많이 해야되나요  대사증후군 주의군일 대 어떤걸 조심해야할 지 알려주세요  부탁드립니다  ,가정의학과
몸이 무너지고 힘이 쫙 빠지며 움직일 수가 없습니다,안녕하세요 요즘 자도자도 피곤하고 잠이 깨었을때 정말 말로 설명할 수 없는 최악의 컨디션인데 온몸에 힘이 쫙 빠지고 가위 눌린 것처럼 움직일 수 없는  그런 느낌이며 피로감은 극에 달합니다  간신히 움직이면 그때 서서히 풀리는 느낌이고 일서나서 생활을 하다보면 또 극심한 피로감이 몰려와 바로 눕게 됩니다  가슴이 쎄한  뭐 그런 느낌도 있구요 열감도 있고 몸이 완전히 바닥으로 무너져 내리는 느낌입니다  어디에 문제가 있는건지    병인가요 ,가정의학과,할머니가  차 백신맞고서부터 계속 아프시더니  지금은 의식이 없으십니다  코로나 백신 부작용 보상 지원,안녕하세요  저희 할머니가  차 백신 맞고나서부터 계속 아프셨습니다  성남중앙병원에서 검사를 했었는데  약만 처방해주셨습니다  그래서 가정의원가서 영양제를 맞으면서 버티셨습니다   근데 지금으로부터 약  주전에 할머니가 새벽에 너무 아프다며    를 불러달라고 전화하셨어요  바로는 못가서 오후에 응급실에 갔습니다  성남시의료원 응급실에서 검사를 했는데  그 뒤로 의식이 없으십니다   성남시의료원에서 병실이 없어서 응급실에서  시간을 대기하고  서울삼성병원에 병실 하나가 나왔다고하여  삼성병원으로 갔습니다  또 바로 못들어가도 한참을 대기하여 중환자실에 겨우겨우 입원을 하셨습니다   여러가지 검사 후  균혈증 페혈증 뇌수막염 요로감염 근육농양 의식저하 콩팥기능저하  그리고 오늘은 대장     괴사되어 대장  소관을 제거했다고 합니다  병원에서는 가망이 없다고 하십니다   병원측에서는 원래 건강하셨던 분 같으신데  왜 이렇게 된 건지 모르겠다고 하십니다  계속 이유를 모르겠다고만 하시고  검사란 검사는 다하고   수술이란 수술은 다 하고 있습니다   지금 뇌에 관도 삽입했고요   온몸에 염증이 가득 차있다고 합니다    저희 아빠가 심적으로도   그리고 금전적으로도 너무 힘들어하십니다  약  주간 병원비만  천만원정도 나왔습니다     이게 백신 부작용일까요  아님 원래 아팠던게 백신을 맞고서야 증상들이 나타난걸까요  또  백신 부작용 보상을 받을 수 있을까요    ,가정의학과
지금 얼굴만 열이 갑자기올라요  ,도와주세요    지금 몸은 정상체온인데 얼굴만 열이 계속오르는데 이유좀 알려주세요    코로나 아닌가 걱정이네요  몇일전이랑 오늘 코로나검사하러갔을땐 음성나왔고 증상도없는데 검사받고와서 집에와서 몇시간 쉬었는데 갑자기 얼굴만 열이 나네요  이유가 뭘까요,가정의학과,코로나 걸리면 학교 며칠 못가나요 ,오늘   일 신속항원검사 양성이 나왔습니다  Pcr검사도 하고 내일 결과 기다리는 중인데 만약 pcr양성 판정이나오면 학교를 못가는데 학교출석에 기록이 될까요  그리고 며칠동안 학교를 못가나요  만약  일만에 나으면 검사하고 바로 등교가능한지요   아님 정해진 일수 격리 후에 등교가능한가요  그냥 궁금해서 여쭈어보아요  ,가정의학과
백신부작용,저는 이제   살입니다  월   일 화이자  차를 맞고 당일에는 아무런 느낌도 없고 아프지도 않았습니다 그런데 새벽에 잠을 자려고 누웠는데 갑자기 팔이 미치도록 아프더라고요 그래도 그냥 참고 계속 잤습니다 새벽에 팔이 너무 아파 잠을 설치고 아침에 일어나 보니 겨드랑이가 너무 아팠습니다 그래서 그냥 뭐 괜찮겠지 하다가 타이레놀을 하나 먹고 저녁에도 타이레놀을 두 개를 먹었습니다 타이레놀을 먹고 나서 그 뒤로부터 어지러웠습니다 팔은 점점 나아졌지만 겨드랑이는 계속 쓰라리는 느낌으로 계속 아프더라고요 보니까 겨드랑이도 부어있었습니다 그리고 목이 뻐근해서 스트레칭을 하다가 승모근 쪽에 멍울이 잡히더라고요 이 증상을 네이버에 찾아보니 백신 부작용이라네요 아침에 병원을 가려고 하는데 백신을 맞았던 병원을 가야 하나요  아니면 정형외과나 다른 병원을 가야 하나요  그리고 백신 부작용이면 나라에서 보상금을 준다는 이야기가 있던데 사실인가요 ,가정의학과,중학교 건강검진 대상,중학교 건강검진 몇학년만 하는건가요  저는 올해 중 고요 중 때 학교에서 건강검진을 했었는데  학년때도 해야하나요 ,가정의학과
집에 코로나 양성 명인데요  급해요 ,엄마랑 저랑 둘다 양성 확진 떴는데요        마스크 벗고 생활해도 되는건가요  아빠는 멀리 계셔서 상관없는데요           둘다 걸려서 에라이 하고 엄마랑 수다도 떨고 마스클  벗고 생활했는데 큰 문제 있을까요        이제부터라도 마스크 끼고 생활해야겠죠  저는 확진    일차이고 엄마는  일차입니다          칼답으로정확하게 대답해주시면 채택해드려용,가정의학과,코로나 격리 질문,언니가 코로나 확진이 됐어요 저희 엄마 아빠께선 접종 완료자시고 자가진단키트에서 음성이 나왔으면 수동감시자로 격리 말고 일상 생활 가능한가요      개학일인데 전 등교중지 말고 정상 등교인가요 ,가정의학과
코로나 목아픔,코로나 확진됐는데 목이 너무 아파요 이틀 전에는 쉰목소리만 나고 아프진 않았는데 오늘 일어나서 침 삼키니까 하늘나라 가는줄 알았어요 진짜 너무 아파요 가면 갈수록 더 아프고 이제는 귀도 아파요    침 삼키기가 너무 싫고 원래 삼킬 때만 아팠는데 이제는 그냥 가만히 있어도 아파요 코도 건조해져서 코로 숨쉬기도 힘들고 너무 아파서 자려고 누우면 코가 막혀서 잘 수도 없어요  물 많이 마시라고 하는데 음식 중에 물 삼키기가 제일 힘들어요 목에서 칼날들이 쓸고 내려가는 느낌  진짜 미치겠어요   어떻게 해야 증상이 빨리 없어질까요 가글도 하고있고 타이레놀도 먹어봤는데 효과없어요   그리고 목아픔 얼마나 가나요  ,가정의학과,유두 주변에 하얀색에 뭔가가 있습니다,  대 여자입니다 어릴때부터 이런게 있었으며 함몰유두예요 아래 사진처럼 나있습니다 만지면 아프지도 않고 짜보지도 않았어요 아직 부모님한텐 말씀을 안드렸어요  양쪽에 모두 나있고 두쪽다 함몰입니다   대충 비슷하게 그렸어요 ,가정의학과
코로나 증상 중에 집착,코로나 증상 중에 무언가에 집착하는 증상도 있나요  예를 들면 친구가 답장을 안 한다고 집착을 한다던가 하는거요  최대한 빠른 답변 주시면 감사하겠습니다 ,가정의학과,겨드랑이 멍울,생리중인데 갑자기 오른쪽 겨드랑이에 멍울이 작게 생기고 건들이면 아파요 왜 이러죠    ,가정의학과
코로나 밀접접촉자,제 친구가 이틀 전에 코로나에 걸렸는데 그 친구 코로나 검사 결과 나오기 하루 전에 저랑 친구랑 놀았거든요 그래서 내일 코로나 검사 받으러 가려하는데 코로나 증상 몇가지만 알려주세요 저는 뒷머리가 아프고 숨이 조금 불안정하게 쉬어지는거같아요,가정의학과,지방흡입 고민중인데요,날씨가 따뜻해져서 살빼는데 옆구리살이 안빠지네요 그래서 지방흡입으로 빼보려고 하는데요  지방흡입으로 빼고 싶은 부위만 뺄수 있나요  효과는 있겠죠  아니면 지방분해주사로 해도 효과는 있을까요  답변 좀 부탁드립니다 ,가정의학과
코로나 이후에 미각 상실 증상,코로나 격리해제 되고  주일 지나서 재확진도 아니고 몸 아픈곳도 없는데 미각이 안느껴집니다  월   일부터 증상이 있었고요 어떻데 대처하면 될까요  한의원 갈 생각을 하고 있긴 합니다,가정의학과,피부과 모공축소 시술 알고 싶어요,코로나에 마스크를 쓰고 다녀서 그런지 아님 나이가 들어서 그런지 모공이 늘어졌다고 해야하나 넒어져서 매번 화장 떡칠   트러블까지 생기네요 모공축소 시술 알아보고 있는데 피부과 모공축소시술은 어떻게 하나요  혹시 모공레이저도 있나요  도움 좀 주세요  ,가정의학과
신속항원 양성후 pcr음성,신속항원 양성 pcr 음성이 나왔는데 이게 두번째에요 화요일에 신속항원 양성떠서 pcr결과 음성 목요일 신속항원 재검사 양성 후 또 pcr 음성인데 증상이 없는겅 아니라 불안해서 집안에만 있네요 다시 검사를 해봐야할까요,가정의학과,피코슈어레이저 기미잡티제거와 모공축소에 효과가 좋나요 ,기미잡티 때문에 진짜 고민이에요  집 주변에서 포토나와 피코레이저를 받았는데 더 진해진 것 같아요  인터넷으로 검색해보니 피코슈어레이저를 추천하더라구요  아무래도 국산 장비에 비해 효과가 좋을 것 같은데  더 짙어진 기미잡티 때문에 고민이네요  그리고 피코슈어레이저가 모공축소에도 효과적이라고 해서요    대가 가까워서 그런지 모공도 늘어져서   혹시 받아보신 분 있으시면 답변부탁드려요 ,가정의학과
속이 울렁거리고 어지러울때 물마셔도 되나요   ,오늘 코로나 양성판정 받고 점심에 죽먹고 약먹고 잤는데 일어나보니 온몸이 땀으로 젖어있었어요   미열도 있었고 일어나보니까 어지럽고 속이 너무 안좋은데 탈수증세인가여    따듯한물 마셔도 될까요,가정의학과,머리 박았을 때,  대초반이 머리를 쎄게 박았는데 너무 아프시다고 우시면서 일어나지시도 못하고 너무 아프시다고 하세요 어떻게 하죠     계속 누워만 계시고 오른쪽에 옆에쪽을 박았는데 어떡하죠,가정의학과
코로나 감염,안녕하세요 제 남친이 수요일에 키트두줄이떠서 목요일에 검사받고 금요일인 오늘 검사결과가 양성이 나왔는데요 수요일에 같이 뽀뽀하고 키스하고 해서 침이 섞였을텐데 키트로는 계속 한줄이나와서 돈을내고 목요일에 pcr검사를 받았고 오늘 금요일날 음성문자를 받았는데 그 잠복기가   시간 정도라고 병원에서 얘기하시던데 내일 토요일날이 잠복기 끝나는 시간인데 그때도 키트 해봤는데 한줄나오면 안걸린걸까요  그리고 확진자랑 침이 섞였는데도 안걸리는 경우가 있나요  ,가정의학과,발 동상인가요  ,좀 간지럽구 빨개지구    무슨증상인가요   ,가정의학과
코로나 잠복기 학원,이틀간 자가진단키트 음성 나오긴 했는데 날이 갈수록 머리아프고 목 붓는 느낌 들고 암튼 코로나 증상이랑 겹치는데요  진단키트 오류가 꽤 있다고도 하고 잠복기는 검사하기 어렵다기에  저녁에 학원 가야되는데 걱정돼서요  안 가는 게 맞을까요 ,가정의학과,코로나 인가요 ,저희 언니가 어제 새벽에 속이 안좋아서 잠을 제대로 못자다가 기침을 계속 하고 열도 나는데 혹시 코로나인가요  콧물도 좀 있는거같고 근육통도 있는거같은데 어떡하죠    학원에서 며칠전에 확진자가 나왔는데 밀폐된 공간이고 접촉을 안했다고 하는데 코로나인가요  남아있는 가족들은 어떡하죠    엄마 아빠 남동생까지 걸리면 난린데   한번 걸리면 몸 망가진다고 했던가 안좋아진다고 들었는데 어떡해요    치사율이 낮은건 아는데 요즘은 걸려도 집에있잖아요 선별진료소 가서 검사한다고는 하는데 빨리 알고싶어요    곧 개학인데 밖에 못나가는건 아니겠죠    ,가정의학과
코로나 확진 후 하혈,제가 오늘 신속항원키트로 두줄이나오고 선별진료소 갔다와서 연락 기다리고 있는데 금방 화장실 다녀오고 나서 하혈이 나요 백신은  차까지 맞았고 백신 맞은지도 오래됐고 생리도 잘 해오고 했는데 코로나 증상 중에 하혈을 할 수 있나요  ,가정의학과,신속 항원 검사,코로나 신속 항원 검사를 해서 검사 해 봤는데 두 줄이 나왔는데 보건소에 전화해야 하나요 ,가정의학과
드라이아이스 변기,드라이 아이스를 모르고 변기에 버리고 녹을 때 까지 기다렸는데 이산화탄소량이 많아져서 두통이나 호흡곤란이 올 수도 있다는데 건강에는 아무 지장 없는 거죠  ,가정의학과,백신 맞고 코로나 양성,어제 백신을 맞고 밤부터 슬슬 팔이 아프더니 자고 일어났더니 오한 근육통 두통이 있었습니다 팔고 계속 아팠구요 사실 한  일전부터는 목이 살짝 기침이 나올락 말락 했고 그렇개 아프진 않고 지금은 약간 칼칼 하고 기침 나올려고 하눈 강도가 좀 세진거 같지만 완전 기침이 나오지는 않아요 혹시 몰라서 자가키트를 해봤는데  줄 나왔습니다 근데 열은 어제 밤부터 재봐도 지금도     도 근처 왔다리 갔다리 해요 열이 이정도 인데도 코로나 양성 일수도 있나요 ,가정의학과
배가 아파요  ,배가 계속 아픔니다 누워서 만져 보면 왼쪽 골반뼈 튀어나온곳  배꼽보다는 조금아래로 내려가  에서 한  센티 정도 떨어진 위치 이구요  계속 아픈것이 아니라 꾹 찌르는 듯한 통증이 찌르르하고 밀려 가슴쪽까지 올라오다 사라지는데 이것이 계속 반복해서 나타나는거죠    대략적인 문제가 뭘지    변도 잘보고 있습니다  한달 이상 된거 같구요    있다가 없을때도 있구요     다이어트 한다고 탄수화물 잘 안먹습니다  미역국이나 무 깍아먹는정도 이구요    호두 피호두  몇알씩 깨먹고있습니다    그러보니 호두 먹으면서부터 그런거 같기도 하구요  많이 멋지는 않아요    병원을 간다면    어디를 가야 할까요  일반내과로 그냥 가면 되나요   ,가정의학과,코로나 걸렸을까요   ,저희 언니가 걸렸고 증상 보이고 난후에 하루 이틀 정도 같이 보냈는데  물론 접촉 없이    너무너무너무 불안해요    차까지 맞긴 했는데 코로나 바이러스 가 집에 남아있었을수도 있고       저 오늘 pcr검사했는데 내일 결과 나오거든요  언니 코로나 걸리고  일 정도 지났는데 증상 하나도 안보였어요      너무 떨려요  ,가정의학과
코로나 확진,이번주 화요일에 친구 둘이서 저랑 같이 밥 먹었는데요 한명이 수요일에 걸리고 또 한명은 목요일에 코로나에 걸렸어요 그럼 저도 코로나 걸럈을꺼 아녜요 그래서 일단 먼저 걸린 친구 때문에 수요일에 자가키트 해서 음성 나오고 목요일에 한명 더 걸린 친구 때문에 자가키트 하고 이빈후과 가서 감사를 했죠 자가키트에서 음성 나오고 이빈후과에서 한 것도 음성 나오고 오늘 또 자가키트로 검사 하니 음성이 나왔어요 그러면 수 목 금 다 음성이잖아요 내일 병원에서 또 와서 감사 하자는데 그 검사에서 음성 나오면 나가서 놀아도 되는건가요 더 기다려야 하나요 병원에서 하는건 보건소 pcr이랑 똑같은 길이의 면봉이에요 저는 아무런 증상도 없어요,가정의학과,두드러기   ,등 날개에서 부터 귀밑에 까지 두드러기가 나오는데요     동네병원가서 주사 및 약  알레르기  처방 받아서 먹는데도 나아지질 않네요    이 약을 계속 먹어야 될까요      제생각에는 음식 뭐 그런거 보다 샤워할때 너무너무 뜨거운물로   어깨 목 부위를 샤워기물로 마사지 한뒤로 생기는거 같은데요     화상입은줄 알았어요      그냥 나두면 나을까요   두드러기 부위에서 미열이 좀 나고 가렵네요    전에 두드러기 생긴적이 없어요   ,가정의학과
,,,코로나 오미크론,   제 몸에 바이러스가 퍼지기 전이면 양성 안나오나요      꼭 아프기 시작해야 양성 나오는건가요  ,가정의학과
,,,간수치가 두배 상승   괜찮나요  ,제가 엊그제 채용검진을 했는데     년도 보다 간수치가 두배나 올랐어요   정상범위긴 한데  속상합니다      년     년 건강검진시 간수치가 상당히 좋았는데   그때 오히려 일도 많이하고 술도 많이먹고 방탕하게 살았습니다      년  월 간수치        이렇게 나왔는데   어제 검사한 채용검진 간수치 보니 두배가 올랐오요    SGOT     SGPT    이렇게 나왔습니다    까지 정상 범위긴 한데   나이가 들수록 정상범위 안에서 지표가 나빠지는거 같아서 걱정이 됩니다        이범위도 괜찮은가요   살찐게 원인일수도 있나요  ,가정의학과
,,,  살 여학생인데 키는    cm입니다 키가 중  이 후부터 잘 안크는데 이제 더 이상 키가 안크는 것일까요    생리도 합니다 ,  살 여학생인데 키는    cm입니다 키가 중  이 후부터 잘 안크는데 이제 더 이상 키가 안크는 것일까요    생리도 합니다 ,가정의학과
,,,코로나 검사,제가 코로나가 양성이면 증상이  일전부터 있었다고 하고   일전에 만났던 사람도 검사 받아야 하나요  꼭 답변 부탁드립니다 ,가정의학과
,,,고열 후 두통, 차 백신을 맞고 부작용으로 고열이 하루종일 났었는데요 PCR검사 결과 음성나와서 부작용이 맞습니다    고열이 나면서 머리가 심하게 아팠을때는 열이 나서 그런가보다 하고 참았습니다    차 백신 맞은지 일주일이 넘었는데 이제 열은 하나도 안나고 다 멀쩡한데 두통이 아직도 있습니다    완전 정상체온인데도 아직도 관자놀이쪽이랑 뒤통수가 아프고 많이 어지럽습니다   살짝 귀가 먹먹한 느낌도 있구요    이것도 백신 부작용인가요  아니면 고열이 난 뒤로 문제가 생긴건가요  ,가정의학과
,,,이거 무슨 증상일까요    ,요즘 매일마다 겪는데 왜 이런지 모르겠어요 뭐 때문인진 모르겠는데 힘들고 눈물도 많아지고 아무것도 하기 싫고 항상 혼자 있고 싶고    참고로   살 학생이에요,가정의학과
,,,코로나가족격리,가족중 한명이 오늘 오빠가 코로나가확진되었습니다 저도검사를받으러가야되는데   차접종후  일지난  저는 집에 들어간적없었고   차접종까지끝난  남자친구와동거중이었는데 격리를해야하는건가요  음성이라면 남자친구집에서격리를하면안되나요 ,가정의학과
,,,기침이 너무 심합니다 도움 부탁드립니다,기침을 시작한지   년 정도 된거 같아요  겨울에 특히 심하구요  기침을 하다보면 구토가 나올때까지 합니다  요즘은 기침을 하다가 가끔 현기증이 나서 넘어지기도 하고  기침을 할때 자주 팔이 저립니다  병원을 가도 별문제는 없다고 하고  종합검진을 받았을 때도 별 말이 없더라구요  무슨증세지 모르겠어서 한번 적어봅니다  도움 좀 부탁드립니다,가정의학과
,,,다이어트약처방,다이어트약 처방은 한병원에서 계속처방이가능한가요 아님  인당정해진 처방 개월수가따로 있나요 지금성형외과에서처방받아 먹고있는데 하루에두포 먹으랬는데 한포씩만 먹어도효과가좋아서 이틀한포 삼일에한포 이렇게 조절해서 먹고 있는데 또 처방해달라하면 해줄지 아님 다른병원을 가야 하는지요 처방전받아서 약을 빨리 먹을려는건아니고 조절해서 먹고 있거든요,가정의학과
,,,LDL수치,LDL 콜레스테롤 수치가     년   월 건강검진에서 는     로 높게나왔는데  개월뒤 몇일전에 핼액검사를 다시했는데   으로 더높게나오는데  개월만에 이렇게 높게 나올수도 있은지  나름 관리한다고했는데 조언부탁드립니다  ,가정의학과
,,,스트레스 받을때,제가 스트레스를 많이 받는편인데 취미도 없고 해소할 방법이 없더라고요   그래서 제가 스트레스 받을때 좋아하는 아이돌 노래 듣는데 이거 말고 막 숨쉬면 괜찮아진다는  이런 방법 알렺세요   그리고 스트레스 푸는방법이랑 잡생각이 안나는 행동  도 알려주세요 ,가정의학과
,,,중학교 학년질문,매일 오줌을 눌때 심장이 쿵쾅쿵쾅하는데 정상인가요 ,가정의학과
,,,코로나 관련,제가 오늘 아침에 자가키트로 코로나 검사를  번이나 했는데요   음성이 나왔는데 목이 살짝 간지럽고 가래도 끼는것 같은데   양성인가요   ,가정의학과
,,,친구가 확진인데 키트로만 검사해도 되나요 ,제목 그대론데 제가 이번주에 정말 자주 만난 친구가 확진이에요   근데 저는 어케해야할까요 그냥 키트로만 검사하고 일상생활 해도 되나요  백신은 다 맞았어요 증상 없고  ,가정의학과
,,,목디스크 아닌 사람 목보호대,요즘 전자기기를 많이 써서 그런지 거북목 처럼 되고 목이 뻐근한데 파란색 목 보호대 써도 괜찮은가요  보호대 쓰면 목 아픈게 좋아질까요  ,가정의학과
,,,코로나 증상,안녕하세요 오늘 갑자기 두통이 생기고 기침도 조금 하고 목이 따끔해요 몸도 축 쳐진 것 같고 힘이 없어요 근데 제가 다니는 학원에 코로나 확진자가 나왔다고 하셔서 나도 확진 됐나  해서 그 자가용키트 로 해봤더니 음성이 나오긴 했는데 다 정확하지 않다고 해서 너무 걱정 돼요 저 확진 됐을 수도 있나요 ,가정의학과
,,,학생인데 겨드랑이가 아파요,한달전부터 두통이 심했고 저번주부터 콧대가 아프고 목이 부은것 같은데 일요일 부터 겨드랑이가 아파요   살여잔데 무슨 증상인가요       ,가정의학과
,,,가족 코로나 확진,여동생이 몇 일전 부터 감기 증상이 있었는데 감기 안 떨어지길래 어제 코로나 검진키트 사다가 검사를 했습니다   번 했는데 다  줄 양성 떠서  가족 단체로 오늘 아침일찍 PCR 검사를 하고 왔습니다  여동생 제외하고 모든 가족이 음성 통보 받았는데  출근이나 운동시설 다녀도 괜찮을까요  여동생 포함 모든 가족  차까지 접종 완료했습니다 ,가정의학과
